CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
7101107,2,4,N,F,42,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2014
7101139,1,1,Y,M,998,G,G,W,-,-,,-,3,-,-,"- ",,,N,-,0,0,D,2013,MINI,A,01,,B,,-,-,2015
7101139,2,4,N,M,26,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101150,1,4,Y,M,55,G,G,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2015
7101150,2,1,N,F,26,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,JEEP,A,01,,A,,-,-,2015
7101162,1,1,Y,M,47,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2011,TOYOTA,A,01,,W,,-,-,2015
7101162,2,4,N,M,42,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101199,1,4,Y,M,51,A,-,S,-,-,O,-,-,-,-,"- ",,,A,-,0,1,B,,-,L,04,,A,,-,-,2014
7101199,2,1,N,M,56,A,-,W,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,D,2004,HONDA,A,01,,B,,-,-,2014
7101213,1,4,Y,M,22,A,-,S,-,-,O,-,3,-,-,"- ",,,F,-,0,1,B,,-,L,04,,W,-,-,-,2015
7101213,2,1,N,F,53,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2011,MERCEDES-BENZ,A,01,,W,,-,-,2015
7101216,1,1,Y,F,28,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2004,TOYOTA,A,01,,A,,-,-,2015
7101216,2,4,N,M,21,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,O,,-,-,2015
7101225,1,5,Y,-,998,G,G,S,-,-,O,-,-,-,-,"- ",,,M,-,0,0,A,,-,-,,,,,-,-,2015
7101225,2,3,N,-,998,G,G,S,-,-,O,-,-,-,-,"- ",,,M,-,0,0,A,2000,CHEVROLET,A,01,,,,-,-,2015
7101225,3,4,N,F,48,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101226,1,1,Y,M,69,A,-,S,M,G,Y,-,3,-,-,"- ",,,E,-,0,0,M,2014,DODGE,A,01,,W,,-,-,2015
7101226,2,4,N,F,44,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7101226,3,4,N,F,44,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101243,1,1,Y,-,998,G,G,S,-,-,,-,-,-,-,"- ",,,-,-,0,0,A,,TOYOTA,A,01,,,,-,-,2015
7101243,2,4,N,M,57,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101248,1,4,Y,M,23,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101248,2,1,N,M,28,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2013,CHEVROLET,A,01,,W,,-,-,2015
7101267,1,4,Y,M,33,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,0,B,,-,L,04,,W,,-,-,2015
7101267,2,4,N,F,78,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101271,1,4,Y,M,52,D,-,W,-,-,O,-,-,-,-,"- ",,,F,-,0,1,E,,-,L,04,,W,-,-,-,2015
7101271,2,2,N,F,30,D,-,S,-,-,O,-,-,-,-,"- ",,,-,-,0,1,B,,-,N,60,,W,,-,-,2015
7101307,1,4,Y,M,25,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101307,2,3,N,-,998,H,H,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2004,TOYOTA,A,01,,,,-,-,2015
7101396,1,1,N,-,998,G,G,S,M,B,,-,-,-,,19,20002,A,A,-,0,0,G,,FORD,D,22,,,,-,-,2015
7101396,2,4,N,M,59,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2015
7101471,1,1,Y,-,998,G,G,N,-,-,,-,-,-,,19,20001,A,A,-,0,0,B,,-,A,01,,,,-,-,2015
7101471,2,4,N,M,15,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7101621,1,4,Y,M,25,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7101621,2,1,N,F,27,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1997,HONDA,A,01,,W,,-,-,2015
7101677,1,1,Y,M,998,G,G,S,-,-,,-,3,-,,19,20001,A,A,-,0,0,D,2003,HONDA,A,01,,B,,-,-,2015
7101677,2,4,N,M,38,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7101707,1,1,Y,-,998,G,G,N,-,-,,-,-,-,-,"- ",,,N,-,0,0,E,,-,A,01,,,,-,-,2015
7101707,2,4,N,M,26,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101710,1,1,Y,M,34,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2011,FORD,A,01,,O,,-,-,2015
7101710,2,4,N,F,49,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2015
7101736,1,4,Y,M,21,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,H,,-,-,2015
7101736,2,1,N,-,998,-,,-,-,-,N,-,-,-,-,"- ",,,-,-,0,0,-,,-,A,01,,,,-,-,2015
7101744,1,1,Y,M,19,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,L,1993,TOYOTA,A,01,,A,,-,-,2015
7101744,2,4,N,M,25,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2015
7101847,1,1,Y,M,50,A,-,E,M,G,Y,-,2,-,-,"- ",,,N,-,0,0,D,2015,VOLVO,A,07,,W,,-,-,2015
7101847,2,4,N,M,52,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7101848,1,1,N,-,998,G,G,E,-,-,,-,3,-,,19,20001,A,A,-,0,0,J,2013,DODGE,-,,,,,-,-,2015
7101848,2,4,N,M,43,A,-,E,-,-,O,-,3,-,-,"- ",,,-,-,0,1,-,,-,L,04,,W,,-,-,2015
7101858,1,4,Y,M,18,C,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101858,2,1,N,F,34,C,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2003,TOYOTA,A,01,,W,,-,-,2015
7101874,1,1,Y,M,59,A,-,N,M,P,Y,-,3,-,-,"- ",,,N,-,0,0,O,2003,TOYOTA,A,08,,A,,-,-,2015
7101874,2,4,N,F,37,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7101878,1,1,N,M,28,A,-,W,M,G,Y,-,3,-,,38,22500,H,A,N,0,0,A,2009,LEXUS,A,07,,A,,-,-,2015
7101878,2,5,Y,-,998,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,0,A,,-,-,,,,,-,-,2015
7101878,3,4,N,M,60,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,I,,-,L,04,,W,,-,-,2015
7110727,1,4,Y,M,53,A,-,N,-,-,O,-,3,-,,27,21650,1,A,-,0,1,B,,-,L,04,,,,-,-,2015
7110727,2,1,N,F,38,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2005,HONDA,A,01,,W,,-,-,2015
7110732,1,4,Y,M,64,A,-,E,-,-,O,-,-,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2015
7110746,1,4,Y,M,23,A,-,N,-,-,O,-,3,-,,39,21201,D,A,-,0,1,B,,-,L,04,,B,,-,-,2015
7110746,2,1,N,M,51,A,-,S,M,B,Y,-,3,-,-,"- ",,,N,-,0,0,E,2008,DODGE,A,08,,W,,-,-,2015
7110770,1,1,Y,M,81,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2001,HYUNDAI,A,01,,H,,-,-,2015
7110770,2,4,N,M,26,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7110774,1,1,Y,F,998,G,G,W,-,-,,-,3,-,-,"- ",,,N,-,0,0,E,2000,PONTIAC,A,01,,B,,-,-,2015
7110774,2,4,N,M,42,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7110796,1,4,N,M,35,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2015
7110812,1,1,Y,-,998,D,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,0,J,2003,ACURA,A,01,,,,-,-,2015
7110812,2,4,N,M,32,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7110834,1,1,Y,M,59,G,G,E,M,B,Y,-,3,-,-,"- ",,,N,-,0,0,O,2012,TOYOTA,A,01,,A,,-,-,2015
7110834,2,4,N,F,24,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7110836,1,5,Y,-,998,A,-,E,-,-,O,-,3,-,-,"- ",,,-,-,0,0,O,2012,HONDA,A,01,,,,-,-,2015
7110836,2,1,N,M,67,A,-,E,M,G,Y,-,3,-,,38,22500,H,A,-,0,0,B,,-,-,,,W,,-,-,2015
7110836,3,4,N,M,32,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,C,,-,L,04,,W,,-,-,2015
7110836,4,1,N,F,56,A,-,W,M,G,Y,-,3,-,,29,21751,,A,I,0,0,A,2000,NISSAN,A,01,,W,,-,-,2015
7110838,1,4,Y,M,52,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2015
7110838,2,1,N,F,24,A,-,W,M,G,,-,3,-,-,"- ",,,N,-,0,0,B,2015,VOLKSWAGEN,A,01,,W,,-,-,2015
7110849,1,1,Y,M,28,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,F,2013,FORD,A,01,,W,,-,-,2015
7110849,2,4,N,M,25,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7110853,1,1,Y,-,998,G,G,W,-,-,,-,-,-,-,"- ",,,N,-,0,0,D,,TOYOTA,A,01,,,,-,-,2015
7110853,2,4,N,M,40,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7110857,1,1,Y,M,33,A,-,S,M,B,Y,-,-,-,-,"- ",,,-,-,0,0,D,2014,CHEVROLET,A,08,,H,,-,-,2015
7110857,2,4,N,M,55,-,,S,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,L,04,,W,,-,-,2015
7110875,1,4,Y,F,51,A,-,E,-,-,O,-,1,-,-,"- ",,,F,-,0,1,E,,-,L,04,,O,A,-,-,2015
7110875,2,1,N,F,42,C,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2014,TOYOTA,A,01,,O,,-,-,2015
7110876,1,4,Y,M,64,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,Q,,-,L,04,,A,,-,-,2015
7110876,2,1,N,F,998,G,G,S,-,-,,-,-,-,-,"- ",,,N,-,0,0,L,2014,NISSAN,A,01,,B,,-,-,2015
7110886,1,4,Y,M,29,A,-,S,-,-,O,-,-,-,,25,22350,A,A,-,0,1,A,,-,L,04,,W,,-,-,2015
7110886,2,1,N,F,30,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2004,LEXUS,-,,,W,,-,-,2015
7110902,1,4,N,M,69,A,-,S,-,-,O,-,3,-,-,"- ",,,M,-,0,1,I,,-,L,04,,W,,-,-,2015
7110903,1,4,Y,M,46,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2015
7110903,2,1,N,F,27,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2006,NISSAN,A,01,,H,,-,-,2015
7110916,1,3,Y,-,998,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2004,HONDA,A,07,,,,-,-,2015
7110916,2,4,N,M,65,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7110920,1,1,Y,M,27,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,1997,ACURA,A,01,,O,,-,-,2015
7110920,2,4,N,M,24,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7110946,1,1,Y,F,65,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2000,FORD,A,01,,W,,-,-,2015
7110946,2,4,N,M,25,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2015
7157827,1,1,Y,M,32,A,-,S,-,-,Y,-,3,-,,30,21703,,A,-,0,0,D,2013,FORD,A,01,,B,,-,-,2015
7157827,2,2,N,M,31,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,B,,-,N,60,,H,,-,-,2015
7157827,3,1,N,M,49,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2014,"LAND ROVER",A,07,,W,,-,-,2015
7157827,4,4,N,M,44,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,0,A,,-,L,04,,H,,-,-,2015
7157827,5,4,N,M,40,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,H,,-,-,2015
7157907,1,4,Y,M,43,A,-,W,-,-,O,-,-,-,-,"- ",,,-,-,0,1,J,,-,L,04,,W,,-,-,2015
7157907,2,1,N,M,27,A,-,W,P,W,Y,-,-,-,-,"- ",,,-,-,0,0,B,2015,"OTHER - MOTORCYCLE",C,02,,W,,-,-,2015
7157924,1,4,Y,M,29,A,-,E,P,W,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7157927,1,4,N,M,19,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2014
7157942,1,4,Y,F,48,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7157945,1,4,N,M,30,G,G,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7157970,1,4,Y,M,41,A,-,E,-,-,O,-,3,-,-,"- ",,,A,N,0,1,B,,-,L,04,,O,,-,-,2014
7157970,2,2,N,M,57,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2014
7157991,1,1,Y,M,59,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2009,TOYOTA,A,01,,O,,-,-,2014
7157991,2,4,N,F,29,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7157992,1,4,Y,M,46,G,G,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,B,,-,L,04,,W,,-,-,2014
7157992,2,4,N,M,56,G,G,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7161122,1,1,Y,-,998,D,-,-,-,-,N,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2014
7161122,2,4,N,M,27,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2014
7161129,1,4,Y,F,26,A,-,S,-,-,O,-,-,-,,24,22450,,A,-,0,1,D,,-,L,04,,W,,-,-,2014
7161129,2,3,N,-,998,H,H,-,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2006,JEEP,A,01,,,,-,-,2014
7161131,1,1,Y,F,50,A,-,-,M,B,Y,-,3,-,-,"- ",,,N,-,0,0,E,2001,TOYOTA,A,07,,B,,-,-,2014
7161131,2,4,N,F,24,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2014
7161135,1,1,Y,M,998,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2007,FREIGHTLINER,F,26,,H,,-,-,2014
7161135,2,4,N,F,23,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2014
7161176,1,1,Y,M,66,A,-,N,M,P,Y,-,3,-,-,"- ",,,N,-,0,0,O,2010,FORD,A,01,,W,,-,-,2014
7161176,2,4,N,M,58,A,-,N,-,-,O,-,3,-,,39,21201,D,A,-,0,1,B,,-,L,04,,B,,-,-,2014
7161183,1,1,Y,M,69,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,1994,FORD,A,01,,O,,-,-,2014
7161183,2,4,N,-,69,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2014
7161192,1,1,Y,F,55,A,-,S,M,B,Y,-,3,-,-,"- ",,,N,-,0,0,B,2011,HONDA,A,01,,W,,-,-,2014
7161192,2,4,N,M,31,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2014
7173272,1,1,Y,M,52,D,-,E,N,B,,-,3,-,,19,20001,A,A,N,0,0,O,1996,CHEVROLET,A,01,,H,,-,-,2016
7173272,2,4,N,M,29,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2016
7173276,1,4,Y,F,29,A,-,W,-,-,O,-,3,-,,39,21201,D,A,-,0,1,B,,-,L,04,,W,,-,-,2016
7173276,2,4,N,F,26,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,0,E,,-,L,04,,W,,-,-,2016
7173394,1,1,Y,M,34,A,-,E,P,A,,-,3,-,,19,20001,A,A,-,0,0,D,2006,YAMAHA,C,02,,H,,-,-,2016
7173394,2,4,N,F,28,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2016
7173508,1,1,Y,M,48,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,R,2001,SAAB,A,01,,W,,-,-,2016
7173508,2,4,N,M,40,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,A,,-,-,2016
7173521,1,1,Y,M,58,A,-,W,M,G,Y,-,3,-,-,"- ",,,F,-,0,0,F,2009,TOYOTA,A,01,,O,-,-,-,2016
7173521,2,4,N,F,26,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2016
7173573,1,1,Y,M,64,A,-,W,N,G,Y,-,-,-,-,"- ",,,E,L,0,0,L,2010,FORD,A,01,,W,,-,-,2016
7173573,2,4,N,M,34,A,-,E,-,-,O,-,-,-,-,"- ",,,-,-,0,1,I,,-,L,04,,W,,-,-,2016
7173585,1,4,Y,F,38,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2016
7173585,2,1,N,M,19,A,-,S,M,G,Y,-,1,-,-,"- ",,,N,-,0,0,D,2004,LEXUS,A,07,,W,,-,-,2016
7173626,1,4,Y,F,25,G,G,N,-,-,O,-,3,-,,25,22350,,A,-,0,1,B,,-,L,04,,W,,-,-,2016
7173626,2,1,N,M,24,A,-,E,-,-,Y,-,3,-,-,"- ",,,N,-,0,0,B,2001,NISSAN,A,07,,H,,-,-,2016
7173685,1,4,Y,M,31,A,-,W,-,-,O,-,3,-,,39,21201,D,A,N,0,1,B,,-,L,04,,B,,-,-,2016
7173685,2,1,N,F,27,A,-,N,L,G,,-,3,-,-,"- ",,,N,-,0,0,B,2007,TOYOTA,A,01,,W,,-,-,2016
7173691,1,1,Y,-,998,-,,W,-,-,,-,-,-,-,"- ",,,-,-,0,0,-,,-,-,,,,,-,-,2016
7173691,2,4,N,M,56,-,,W,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,L,04,,W,,-,-,2016
7173705,1,4,Y,M,16,A,-,E,-,-,O,-,3,-,,25,22350,,A,G,0,1,B,,-,L,04,,O,,-,-,2016
7173705,2,1,N,M,25,A,-,S,M,G,Y,-,3,-,-,"- ",,,G,N,0,0,B,1993,TOYOTA,A,01,,B,,-,-,2016
7173718,1,1,Y,-,998,G,G,E,-,-,,-,3,-,-,"- ",,,N,-,0,0,H,,CHEVROLET,-,,,,,-,-,2016
7173718,2,4,N,M,35,G,G,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2016
7173743,1,4,Y,M,50,G,G,S,-,-,O,-,-,-,-,"- ",,,F,-,0,1,F,,-,L,04,,B,-,-,-,2016
7173743,2,1,N,M,62,A,-,N,P,W,Y,-,-,-,-,"- ",,,N,-,0,0,L,1977,TOYOTA,-,,,W,,-,-,2016
7187455,1,1,Y,-,998,G,G,W,B,-,,-,3,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2016
7187455,2,4,N,-,998,A,-,E,-,-,O,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,,,-,-,2016
7187522,1,4,Y,M,22,A,-,S,-,-,O,-,3,-,-,"- ",,,A,-,0,1,Q,,-,L,04,,W,,-,-,2016
7187522,2,1,N,-,998,G,G,-,-,-,,-,3,-,,19,20002,A,A,-,0,0,B,2015,CHEVROLET,A,01,,,,-,-,2016
7189067,1,1,Y,-,998,-,,-,-,-,,-,-,-,-,"- ",,,-,-,0,0,-,,-,-,,,,,-,-,2014
7189067,2,4,N,M,45,-,,S,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,L,04,,B,,-,-,2014
7193273,1,1,Y,F,49,A,-,-,M,P,Y,-,3,-,-,"- ",,,N,-,0,0,R,2013,MERCEDES-BENZ,A,01,,W,,-,-,2016
7193273,2,4,N,M,26,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2016
7193274,1,1,Y,M,34,A,-,E,M,B,Y,-,3,-,,47,22517,,A,M,0,0,A,2000,FORD,A,01,,A,,-,-,2016
7193274,2,4,N,M,46,A,-,-,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2016
7199858,1,4,N,M,60,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,1,0,R,,-,L,04,,W,,-,-,2016
7200160,1,4,Y,M,70,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,1,0,B,,-,L,04,,W,,-,-,2016
7200160,2,1,N,F,48,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,TOYOTA,A,01,,H,,-,-,2016
7201214,1,1,Y,M,998,G,G,W,M,B,,-,3,-,-,"- ",,,N,-,0,0,E,1998,HONDA,A,01,,H,,-,-,2016
7201214,2,4,N,M,41,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2016
7202020,1,1,Y,F,38,A,-,W,M,G,N,-,3,-,,47,16028,C,A,-,0,0,G,2004,HONDA,A,01,,B,,-,-,2016
7202020,2,4,N,F,25,A,-,W,-,-,O,-,3,-,-,"- ",,,-,-,0,1,A,,-,L,04,,A,,-,-,2016
7202055,1,1,Y,M,72,A,-,W,M,H,Y,-,3,-,-,"- ",,,N,-,0,0,O,2011,FORD,A,01,,W,,-,-,2016
7202055,2,4,N,M,67,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2016
7202084,1,1,Y,M,998,A,-,-,-,-,,-,3,-,-,"- ",,,N,-,0,0,A,,"OTHER - AUTO",A,01,,,,-,-,2016
7202084,2,4,N,M,54,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2016
7202109,1,4,Y,M,52,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2016
7202109,2,1,N,M,39,A,-,S,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,D,2016,"INTERNATIONAL HARVESTER",G,25,31,W,,-,-,2016
7202165,1,4,Y,M,27,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2016
7202165,2,1,N,M,64,A,-,E,-,-,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,TOYOTA,-,,,H,,-,-,2016
7202182,1,4,N,M,50,-,,W,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,L,04,,A,,-,-,2016
7202182,2,1,N,M,31,-,,W,M,B,Y,-,-,-,-,"- ",,,-,-,0,0,-,2010,TOYOTA,A,01,,O,,-,-,2016
7202185,1,1,Y,M,62,H,H,S,M,B,Y,-,3,-,-,"- ",,,N,-,0,0,A,2012,HONDA,A,01,,O,,-,-,2016
7202185,2,4,N,M,36,H,H,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2016
7202190,1,4,Y,M,53,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,L,04,,W,,-,-,2016
7202190,2,4,N,M,30,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,-,,-,L,04,,W,,-,-,2016
7202202,1,4,Y,M,28,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,B,,-,-,2016
7202202,2,1,N,M,69,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2005,KIA,A,01,,B,,-,-,2016
7202209,1,1,N,M,85,G,G,W,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,E,2012,BMW,A,01,,W,,-,-,2016
7202209,2,4,N,M,31,G,G,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2016
7202210,1,1,Y,F,43,A,-,W,M,H,Y,-,3,-,-,"- ",,,N,-,0,0,O,2011,TOYOTA,A,01,,W,,-,-,2016
7202210,2,4,N,M,42,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2016
